code,name,ticker,market
2012,春雨,2012.TW,上市
2013,中鋼構,2013.TW,上市
2014,中鴻,2014.TW,上市
2015,豐興,2015.TW,上市
2017,官田鋼,2017.TW,上市
2020,美亞,2020.TW,上市
2022,聚亨,2022.TW,上市
2023,燁輝,2023.TW,上市
2024,志聯,2024.TW,上市
2025,千興,2025.TW,上市
2027,大成鋼,2027.TW,上市
2028,威致,2028.TW,上市
2029,盛餘,2029.TW,上市
2030,彰源,2030.TW,上市
2031,新光鋼,2031.TW,上市
2032,新鋼,2032.TW,上市
2033,佳大,2033.TW,上市
2034,允強,2034.TW,上市
2038,海光,2038.TW,上市
2049,上銀,2049.TW,上市
2059,川湖,2059.TW,上市
2062,橋椿,2062.TW,上市
2069,運錩,2069.TW,上市
2072,世紀風電,2072.TW,上市
2101,南港,2101.TW,上市
2102,泰豐,2102.TW,上市
2103,台橡,2103.TW,上市
2104,國際中橡,2104.TW,上市
2105,正新,2105.TW,上市
2106,建大,2106.TW,上市
2107,厚生,2107.TW,上市
2108,南帝,2108.TW,上市
2109,華豐,2109.TW,上市
2114,鑫永銓,2114.TW,上市
2115,六暉-KY,2115.TW,上市
2201,裕隆,2201.TW,上市
2204,中華,2204.TW,上市
2206,三陽工業,2206.TW,上市
2207,和泰車,2207.TW,上市
2208,台船,2208.TW,上市
2211,長榮鋼,2211.TW,上市
2227,裕日車,2227.TW,上市
2228,劍麟,2228.TW,上市
2231,為升,2231.TW,上市
2233,宇隆,2233.TW,上市
2236,百達-KY,2236.TW,上市
2239,英利-KY,2239.TW,上市
2241,艾姆勒,2241.TW,上市
2243,宏旭-KY,2243.TW,上市
2247,汎德永業,2247.TW,上市
2248,華勝-KY,2248.TW,上市
2250,IKKA-KY,2250.TW,上市
2301,光寶科,2301.TW,上市
2302,麗正,2302.TW,上市
2303,聯電,2303.TW,上市
2305,全友,2305.TW,上市
2308,台達電,2308.TW,上市
2312,金寶,2312.TW,上市
2313,華通,2313.TW,上市
2314,台揚,2314.TW,上市
2316,楠梓電,2316.TW,上市
2317,鴻海,2317.TW,上市
2321,東訊,2321.TW,上市
2323,中環,2323.TW,上市
2324,仁寶,2324.TW,上市
2327,國巨*,2327.TW,上市
2328,廣宇,2328.TW,上市
2329,華泰,2329.TW,上市
2330,台積電,2330.TW,上市
2331,精英,2331.TW,上市
2332,友訊,2332.TW,上市
2337,旺宏,2337.TW,上市
2338,光罩,2338.TW,上市
2340,台亞,2340.TW,上市
2342,茂矽,2342.TW,上市
2344,華邦電,2344.TW,上市
2345,智邦,2345.TW,上市
2347,聯強,2347.TW,上市
2348,海悅,2348.TW,上市
2349,錸德,2349.TW,上市
2351,順德,2351.TW,上市
2352,佳世達,2352.TW,上市
2353,宏��,2353.TW,上市
2354,鴻準,2354.TW,上市
2355,敬鵬,2355.TW,上市
2356,英業達,2356.TW,上市
2357,華碩,2357.TW,上市
2359,所羅門,2359.TW,上市
2360,致茂,2360.TW,上市
2362,藍天,2362.TW,上市
2363,矽統,2363.TW,上市
2364,倫飛,2364.TW,上市
2365,昆盈,2365.TW,上市
2367,燿華,2367.TW,上市
2368,金像電,2368.TW,上市
2369,菱生,2369.TW,上市
2371,大同,2371.TW,上市
2373,震旦行,2373.TW,上市
2374,佳能,2374.TW,上市
2375,凱美,2375.TW,上市
2376,技嘉,2376.TW,上市
2377,微星,2377.TW,上市
2379,瑞昱,2379.TW,上市
2380,虹光,2380.TW,上市
2382,廣達,2382.TW,上市
2383,台光電,2383.TW,上市
2385,群光,2385.TW,上市
2387,精元,2387.TW,上市
2388,威盛,2388.TW,上市
2390,云辰,2390.TW,上市
2392,正崴,2392.TW,上市
2393,億光,2393.TW,上市
2395,研華,2395.TW,上市
2397,友通,2397.TW,上市
2399,映泰,2399.TW,上市
2401,凌陽,2401.TW,上市
2402,毅嘉,2402.TW,上市
2404,漢唐,2404.TW,上市
2405,輔信,2405.TW,上市
2406,國碩,2406.TW,上市
2408,南亞科,2408.TW,上市
2409,友達,2409.TW,上市
2412,中華電,2412.TW,上市
2413,環科,2413.TW,上市
2414,精技,2414.TW,上市
2415,錩新,2415.TW,上市
2417,圓剛,2417.TW,上市
2419,仲琦,2419.TW,上市
2420,新巨,2420.TW,上市
2421,建準,2421.TW,上市
2423,固緯,2423.TW,上市
2424,隴華,2424.TW,上市
2425,承啟,2425.TW,上市
2426,鼎元,2426.TW,上市
2427,三商電,2427.TW,上市
2428,興勤,2428.TW,上市
2429,銘旺科,2429.TW,上市
2430,燦坤,2430.TW,上市
2431,聯昌,2431.TW,上市
2433,互盛電,2433.TW,上市
2434,統懋,2434.TW,上市
2436,偉詮電,2436.TW,上市
2438,翔耀,2438.TW,上市
2439,美律,2439.TW,上市
2440,太空梭,2440.TW,上市
2441,超豐,2441.TW,上市
2442,新美齊,2442.TW,上市
2444,兆勁,2444.TW,上市
2449,京元電子,2449.TW,上市
2450,神腦,2450.TW,上市
2451,創見,2451.TW,上市
2453,凌群,2453.TW,上市
2454,聯發科,2454.TW,上市
2455,全新,2455.TW,上市
2457,飛宏,2457.TW,上市
2458,義隆,2458.TW,上市
2459,敦吉,2459.TW,上市
2460,建通,2460.TW,上市
2461,光群雷,2461.TW,上市
2462,良得電,2462.TW,上市
2464,盟立,2464.TW,上市
2465,麗臺,2465.TW,上市
2466,冠西電,2466.TW,上市
2467,志聖,2467.TW,上市
2468,華經,2468.TW,上市
2471,資通,2471.TW,上市
2472,立隆電,2472.TW,上市
2474,可成,2474.TW,上市
2476,鉅祥,2476.TW,上市
2477,美隆電,2477.TW,上市
2478,大毅,2478.TW,上市
2480,敦陽科,2480.TW,上市
2481,強茂,2481.TW,上市
2482,連宇,2482.TW,上市
2483,百容,2483.TW,上市
2484,希華,2484.TW,上市
2485,兆赫,2485.TW,上市
2486,一詮,2486.TW,上市
2488,漢平,2488.TW,上市
2489,瑞軒,2489.TW,上市
2491,吉祥全,2491.TW,上市
2492,華新科,2492.TW,上市
2493,揚博,2493.TW,上市
2495,普安,2495.TW,上市
2496,卓越,2496.TW,上市
2497,怡利電,2497.TW,上市
2498,宏達電,2498.TW,上市
2501,國建,2501.TW,上市
2504,國產,2504.TW,上市
2505,國揚,2505.TW,上市
2506,太設,2506.TW,上市
2509,全坤建,2509.TW,上市
2511,太子,2511.TW,上市
2514,龍邦,2514.TW,上市
2515,中工,2515.TW,上市
2516,新建,2516.TW,上市
2520,冠德,2520.TW,上市
2524,京城,2524.TW,上市
2527,宏璟,2527.TW,上市
2528,皇普,2528.TW,上市
2530,華建,2530.TW,上市
2534,宏盛,2534.TW,上市
2535,達欣工,2535.TW,上市
2536,宏普,2536.TW,上市
2537,聯上發,2537.TW,上市
2538,基泰,2538.TW,上市
2539,櫻花建,2539.TW,上市
2540,愛山林,2540.TW,上市
2542,興富發,2542.TW,上市
2543,皇昌,2543.TW,上市
2545,皇翔,2545.TW,上市
2546,根基,2546.TW,上市
2547,日勝生,2547.TW,上市
2548,華固,2548.TW,上市
2597,潤弘,2597.TW,上市
2601,益航,2601.TW,上市
2603,長榮,2603.TW,上市
2605,新興,2605.TW,上市
2606,裕民,2606.TW,上市
2607,榮運,2607.TW,上市
2608,嘉里大榮,2608.TW,上市
2609,陽明,2609.TW,上市
2610,華航,2610.TW,上市
2611,志信,2611.TW,上市
2612,中航,2612.TW,上市
2613,中櫃,2613.TW,上市
2614,東森,2614.TW,上市
2615,萬海,2615.TW,上市
2616,山隆,2616.TW,上市
2617,台航,2617.TW,上市
2618,長榮航,2618.TW,上市
2630,亞航,2630.TW,上市
2633,台灣高鐵,2633.TW,上市
2634,漢翔,2634.TW,上市
2636,台驊控股,2636.TW,上市
2637,慧洋-KY,2637.TW,上市
2642,宅配通,2642.TW,上市
2645,長榮航太,2645.TW,上市
2646,星宇航空,2646.TW,上市
2701,萬企,2701.TW,上市
2702,華園,2702.TW,上市
2704,國賓,2704.TW,上市
2705,六福,2705.TW,上市
2706,第一店,2706.TW,上市
2707,晶華,2707.TW,上市
2712,遠雄來,2712.TW,上市
2722,夏都,2722.TW,上市
2723,美食-KY,2723.TW,上市
2727,王品,2727.TW,上市
2731,雄獅,2731.TW,上市
2739,寒舍,2739.TW,上市
2748,雲品,2748.TW,上市
2753,八方雲集,2753.TW,上市
2762,世界健身-KY,2762.TW,上市
2801,彰銀,2801.TW,上市
2812,台中銀,2812.TW,上市
2816,旺旺保,2816.TW,上市
2820,華票,2820.TW,上市
2832,台產,2832.TW,上市
2834,臺企銀,2834.TW,上市
2836,高雄銀,2836.TW,上市
2838,聯邦銀,2838.TW,上市
2845,遠東銀,2845.TW,上市
2849,安泰銀,2849.TW,上市
2850,新產,2850.TW,上市
2851,中再保,2851.TW,上市
2852,第一保,2852.TW,上市
2855,統一證,2855.TW,上市
2867,三商壽,2867.TW,上市
2880,華南金,2880.TW,上市
2881,富邦金,2881.TW,上市
2882,國泰金,2882.TW,上市
2883,凱基金,2883.TW,上市
2884,玉山金,2884.TW,上市
2885,元大金,2885.TW,上市
2886,兆豐金,2886.TW,上市
2887,台新新光金,2887.TW,上市
2889,國票金,2889.TW,上市
2890,永豐金,2890.TW,上市
2891,中信金,2891.TW,上市
2892,第一金,2892.TW,上市
2897,王道銀行,2897.TW,上市
2901,欣欣,2901.TW,上市
2903,遠百,2903.TW,上市
2904,匯僑,2904.TW,上市
2905,三商,2905.TW,上市
2906,高林,2906.TW,上市
2908,特力,2908.TW,上市
2910,統領,2910.TW,上市
2911,麗嬰房,2911.TW,上市
2912,統一超,2912.TW,上市
2913,農林,2913.TW,上市
2915,潤泰全,2915.TW,上市
2923,鼎固-KY,2923.TW,上市
2929,淘帝-KY,2929.TW,上市
2939,永邑-KY,2939.TW,上市
2945,三商家購,2945.TW,上市
3002,歐格,3002.TW,上市
3003,健和興,3003.TW,上市
3004,豐達科,3004.TW,上市
3005,神基,3005.TW,上市
3006,晶豪科,3006.TW,上市
3008,大立光,3008.TW,上市
3010,華立,3010.TW,上市
3011,今皓,3011.TW,上市
3013,晟銘電,3013.TW,上市
3014,聯陽,3014.TW,上市
3015,全漢,3015.TW,上市
3016,嘉晶,3016.TW,上市
3017,奇鋐,3017.TW,上市
3018,隆銘綠能,3018.TW,上市
3019,亞光,3019.TW,上市
3021,鴻名,3021.TW,上市
3022,威強電,3022.TW,上市
3023,信邦,3023.TW,上市
3024,憶聲,3024.TW,上市
3025,星通,3025.TW,上市
3026,禾伸堂,3026.TW,上市
3027,盛達,3027.TW,上市
3028,增你強,3028.TW,上市
3029,零壹,3029.TW,上市
3030,德律,3030.TW,上市
3031,佰鴻,3031.TW,上市
3032,偉訓,3032.TW,上市
3033,威健,3033.TW,上市
3034,聯詠,3034.TW,上市
3035,智原,3035.TW,上市
3036,文曄,3036.TW,上市
3037,欣興,3037.TW,上市
3038,全台,3038.TW,上市
3040,遠見,3040.TW,上市
3041,揚智,3041.TW,上市
3042,晶技,3042.TW,上市
3043,科風,3043.TW,上市
3044,健鼎,3044.TW,上市
3045,台灣大,3045.TW,上市
3046,建��,3046.TW,上市
3047,訊舟,3047.TW,上市
3048,益登,3048.TW,上市
3049,精金,3049.TW,上市
3050,鈺德,3050.TW,上市
3051,力特,3051.TW,上市
3052,夆典,3052.TW,上市
3054,立萬利,3054.TW,上市
3055,蔚華科,3055.TW,上市
3056,富華新,3056.TW,上市
3057,喬鼎,3057.TW,上市
3058,立德,3058.TW,上市
3059,華晶科,3059.TW,上市
3060,銘異,3060.TW,上市
3062,建漢,3062.TW,上市
3090,日電貿,3090.TW,上市
3092,鴻碩,3092.TW,上市
3094,聯傑,3094.TW,上市
3130,一零四,3130.TW,上市
3135,凌航,3135.TW,上市
3138,耀登,3138.TW,上市
3149,正達,3149.TW,上市
3164,景岳,3164.TW,上市
3167,大量,3167.TW,上市
3168,眾福科,3168.TW,上市
3189,景碩,3189.TW,上市
3209,全科,3209.TW,上市
3229,晟鈦,3229.TW,上市
3231,緯創,3231.TW,上市
3257,虹冠電,3257.TW,上市
3266,昇陽,3266.TW,上市
3296,勝德,3296.TW,上市
3305,昇貿,3305.TW,上市
3308,聯德,3308.TW,上市
3311,閎暉,3311.TW,上市
3312,弘憶股,3312.TW,上市
3321,同泰,3321.TW,上市
3338,泰碩,3338.TW,上市
3346,麗清,3346.TW,上市
3356,奇偶,3356.TW,上市
3376,新日興,3376.TW,上市
3380,明泰,3380.TW,上市
3406,玉晶光,3406.TW,上市
3413,京鼎,3413.TW,上市
3416,融程電,3416.TW,上市
3419,譁裕,3419.TW,上市
3432,台端,3432.TW,上市
3437,榮創,3437.TW,上市
3443,創意,3443.TW,上市
3447,展達,3447.TW,上市
3450,聯鈞,3450.TW,上市
3481,群創,3481.TW,上市
3494,誠研,3494.TW,上市
3501,維熹,3501.TW,上市
3504,揚明光,3504.TW,上市
3515,華擎,3515.TW,上市
3518,柏騰,3518.TW,上市
3528,安馳,3528.TW,上市
3530,晶相光,3530.TW,上市
3532,台勝科,3532.TW,上市
3533,嘉澤,3533.TW,上市
3535,晶彩科,3535.TW,上市
3543,州巧,3543.TW,上市
3545,敦泰,3545.TW,上市
3550,聯穎,3550.TW,上市
3557,嘉威,3557.TW,上市
3563,牧德,3563.TW,上市
3576,聯合再生,3576.TW,上市
3583,辛耘,3583.TW,上市
3588,通嘉,3588.TW,上市
3591,艾笛森,3591.TW,上市
3592,瑞鼎,3592.TW,上市
3593,力銘,3593.TW,上市
3596,智易,3596.TW,上市
3605,宏致,3605.TW,上市
3607,谷崧,3607.TW,上市
3617,碩天,3617.TW,上市
3622,洋華,3622.TW,上市
3645,達邁,3645.TW,上市
3652,精聯,3652.TW,上市
3653,健策,3653.TW,上市
3661,世芯-KY,3661.TW,上市
3665,貿聯-KY,3665.TW,上市
3669,圓展,3669.TW,上市
3673,TPK-KY,3673.TW,上市
3679,新至陞,3679.TW,上市
3686,達能,3686.TW,上市
3694,海華,3694.TW,上市
3701,大眾控,3701.TW,上市
3702,大聯大,3702.TW,上市
3703,欣陸,3703.TW,上市
3704,合勤控,3704.TW,上市
3705,永信,3705.TW,上市
3706,神達,3706.TW,上市
3708,上緯投控,3708.TW,上市
3711,日月光投控,3711.TW,上市
3712,永崴投控,3712.TW,上市
3714,富采,3714.TW,上市
3715,定穎投控,3715.TW,上市
3716,中化控股,3716.TW,上市
3717,聯嘉投控,3717.TW,上市
4104,佳醫,4104.TW,上市
4106,雃博,4106.TW,上市
4108,懷特,4108.TW,上市
4119,旭富,4119.TW,上市
4133,亞諾法,4133.TW,上市
4137,麗豐-KY,4137.TW,上市
4142,國光生,4142.TW,上市
4148,全宇生技-KY,4148.TW,上市
4155,訊映,4155.TW,上市
4164,承業醫,4164.TW,上市
4169,泰宗,4169.TW,上市
4178,永笙-KY,4178.TW,上市
4190,佐登-KY,4190.TW,上市
4306,炎洲,4306.TW,上市
4414,如興,4414.TW,上市
4426,利勤,4426.TW,上市
4438,廣越,4438.TW,上市
4439,冠星-KY,4439.TW,上市
4440,宜新實業,4440.TW,上市
4441,振大環球,4441.TW,上市
4526,東台,4526.TW,上市
4532,瑞智,4532.TW,上市
4536,拓凱,4536.TW,上市
4540,全球傳動,4540.TW,上市
4545,銘鈺,4545.TW,上市
4551,智伸科,4551.TW,上市
4552,力達-KY,4552.TW,上市
4555,氣立,4555.TW,上市
4557,永新-KY,4557.TW,上市
4560,強信-KY,4560.TW,上市
4562,穎漢,4562.TW,上市
4564,元翎,4564.TW,上市
4566,時碩工業,4566.TW,上市
4569,六方科-KY,4569.TW,上市
4571,鈞興-KY,4571.TW,上市
4572,駐龍,4572.TW,上市
4576,大銀微系統,4576.TW,上市
4581,光隆精密-KY,4581.TW,上市
4583,台灣精銳,4583.TW,上市
4585,達明,4585.TW,上市
4588,玖鼎電力,4588.TW,上市
4720,德淵,4720.TW,上市
4722,國精化,4722.TW,上市
4736,泰博,4736.TW,上市
4737,華廣,4737.TW,上市
4739,康普,4739.TW,上市
4746,台耀,4746.TW,上市
4755,三福化,4755.TW,上市
4763,材料*-KY,4763.TW,上市
4764,雙鍵,4764.TW,上市
4766,南寶,4766.TW,上市
4770,上品,4770.TW,上市
4771,望隼,4771.TW,上市
4807,日成-KY,4807.TW,上市
4904,遠傳,4904.TW,上市
4906,正文,4906.TW,上市
4912,聯德控股-KY,4912.TW,上市
4915,致伸,4915.TW,上市
4916,事欣科,4916.TW,上市
4919,新唐,4919.TW,上市
4927,泰鼎-KY,4927.TW,上市
4930,燦星網,4930.TW,上市
4934,太極,4934.TW,上市
4935,茂林-KY,4935.TW,上市
4938,和碩,4938.TW,上市
4942,嘉彰,4942.TW,上市
4943,康控-KY,4943.TW,上市
4949,有成精密,4949.TW,上市
4952,凌通,4952.TW,上市
4956,光鋐,4956.TW,上市
4958,臻鼎-KY,4958.TW,上市
4960,誠美材,4960.TW,上市
4961,天鈺,4961.TW,上市
4967,十銓,4967.TW,上市
4968,立積,4968.TW,上市
4976,佳凌,4976.TW,上市
4977,眾達-KY,4977.TW,上市
4989,榮科,4989.TW,上市
4994,傳奇,4994.TW,上市
4999,鑫禾,4999.TW,上市
5007,三星,5007.TW,上市
5203,訊連,5203.TW,上市
5215,科嘉-KY,5215.TW,上市
5222,全訊,5222.TW,上市
5225,東科-KY,5225.TW,上市
5234,達興材料,5234.TW,上市
5243,乙盛-KY,5243.TW,上市
5244,弘凱,5244.TW,上市
5258,虹堡,5258.TW,上市
5269,祥碩,5269.TW,上市
5283,禾聯碩,5283.TW,上市
5284,jpp-KY,5284.TW,上市
5285,界霖,5285.TW,上市
5288,豐祥-KY,5288.TW,上市
5292,華懋,5292.TW,上市
5306,桂盟,5306.TW,上市
5388,中磊,5388.TW,上市
5434,崇越,5434.TW,上市
5469,瀚宇博,5469.TW,上市
5471,松翰,5471.TW,上市
5484,慧友,5484.TW,上市
5515,建國,5515.TW,上市
5519,隆大,5519.TW,上市
5521,工信,5521.TW,上市
5522,遠雄,5522.TW,上市
5525,順天,5525.TW,上市
5531,鄉林,5531.TW,上市
5533,皇鼎,5533.TW,上市
5534,長虹,5534.TW,上市
5538,東明-KY,5538.TW,上市
5546,永固-KY,5546.TW,上市
5607,遠雄港,5607.TW,上市
5608,四維航,5608.TW,上市
5706,鳳凰,5706.TW,上市
5871,中租-KY,5871.TW,上市
5876,上海商銀,5876.TW,上市
5880,合庫金,5880.TW,上市
5906,台南-KY,5906.TW,上市
5907,大洋-KY,5907.TW,上市
6005,群益證,6005.TW,上市
6024,群益期,6024.TW,上市
6108,競國,6108.TW,上市
6112,邁達特,6112.TW,上市
6115,鎰勝,6115.TW,上市
6116,彩晶,6116.TW,上市
6117,迎廣,6117.TW,上市
6120,達運,6120.TW,上市
6128,上福,6128.TW,上市
6133,金橋,6133.TW,上市
6136,富爾特,6136.TW,上市
6139,亞翔,6139.TW,上市
6141,柏承,6141.TW,上市
6142,友勁,6142.TW,上市
6152,百一,6152.TW,上市
6153,嘉聯益,6153.TW,上市
6155,鈞寶,6155.TW,上市
6164,華興,6164.TW,上市
6165,浪凡,6165.TW,上市
6166,凌華,6166.TW,上市
6168,宏齊,6168.TW,上市
6176,瑞儀,6176.TW,上市
6177,達麗,6177.TW,上市
6183,關貿,6183.TW,上市
6184,大豐電,6184.TW,上市
6189,豐藝,6189.TW,上市
6191,精成科,6191.TW,上市
6192,巨路,6192.TW,上市
6196,帆宣,6196.TW,上市
6197,佳必琪,6197.TW,上市
6201,亞弘電,6201.TW,上市
6202,盛群,6202.TW,上市
6205,詮欣,6205.TW,上市
6206,飛捷,6206.TW,上市
6209,今國光,6209.TW,上市
6213,聯茂,6213.TW,上市
6214,精誠,6214.TW,上市
6215,和椿,6215.TW,上市
6216,居易,6216.TW,上市
6224,聚鼎,6224.TW,上市
6225,天瀚,6225.TW,上市
6226,光鼎,6226.TW,上市
6230,尼得科超眾,6230.TW,上市
6235,華孚,6235.TW,上市
6239,力成,6239.TW,上市
6243,迅杰,6243.TW,上市
6257,矽格,6257.TW,上市
6269,台郡,6269.TW,上市
6271,同欣電,6271.TW,上市
6272,驊陞,6272.TW,上市
6277,宏正,6277.TW,上市
6278,台表科,6278.TW,上市
6281,全國電,6281.TW,上市
6282,康舒,6282.TW,上市
6283,淳安,6283.TW,上市
6285,啟��,6285.TW,上市
6405,悅城,6405.TW,上市
6409,旭隼,6409.TW,上市
6412,群電,6412.TW,上市
6414,樺漢,6414.TW,上市
6415,矽力*-KY,6415.TW,上市
6416,瑞祺電通,6416.TW,上市
6426,統新,6426.TW,上市
6431,光麗-KY,6431.TW,上市
6438,迅得,6438.TW,上市
6442,光聖,6442.TW,上市
6443,元晶,6443.TW,上市
6446,藥華藥,6446.TW,上市
6449,鈺邦,6449.TW,上市
6451,訊芯-KY,6451.TW,上市
6456,GIS-KY,6456.TW,上市
6464,台數科,6464.TW,上市
6472,保瑞,6472.TW,上市
6477,安集,6477.TW,上市
6491,晶碩,6491.TW,上市
6504,南六,6504.TW,上市
6505,台塑化,6505.TW,上市
6515,穎崴,6515.TW,上市
